endDate,value_alex,value_james
2019-06-14,111,113.0
2019-06-15,121,90.0
2019-06-16,51,138.0
2019-06-17,79,116.0
2019-06-18,61,58.0
2019-06-19,128,24.0
2019-06-20,17,88.0
2019-06-21,40,81.0
2019-06-22,59,110.0
2019-06-23,90,24.0
2019-06-24,111,5.0
2019-06-25,137,88.0
2019-06-26,157,69.0
2019-06-27,92,26.0
2019-06-28,124,160.0
2019-06-29,103,65.0
2019-06-30,82,10.0
2019-07-01,73,34.0
2019-07-02,104,
2019-07-03,103,50.0
2019-07-04,76,53.0
2019-07-05,104,71.0
2019-07-06,143,8.0
2019-07-07,114,53.0
2019-07-08,134,86.0
2019-07-09,169,105.0
2019-07-10,158,78.0
2019-07-11,105,95.0
2019-07-12,63,138.0
2019-07-13,23,132.0
2019-07-14,90,76.0
2019-07-15,74,103.0
2019-07-16,65,30.0
2019-07-17,133,135.0
2019-07-18,26,76.0
2019-07-19,41,174.0
2019-07-20,11,64.0
2019-07-21,13,88.0
2019-07-22,77,92.0
2019-07-23,85,135.0
2019-07-24,71,37.0
2019-07-25,25,52.0
2019-07-26,76,51.0
2019-07-27,150,105.0
2019-07-28,79,14.0
2019-07-29,15,15.0
2019-07-30,56,58.0
2019-07-31,74,82.0
2019-08-01,67,13.0
2019-08-02,39,41.0
2019-08-03,51,150.0
2019-08-04,63,16.0
2019-08-05,67,15.0
2019-08-06,165,84.0
2019-08-07,88,41.0
2019-08-08,78,84.0
2019-08-09,85,58.0
2019-08-10,96,95.0
2019-08-11,34,101.0
2019-08-12,55,82.0
2019-08-13,46,79.0
2019-08-14,107,66.0
2019-08-15,146,27.0
2019-08-16,56,76.0
2019-08-17,96,97.0
2019-08-18,105,48.0
2019-08-19,92,34.0
2019-08-20,15,86.0
2019-08-21,97,54.0
2019-08-22,75,30.0
2019-08-23,50,15.0
2019-08-24,134,72.0
2019-08-25,29,25.0
2019-08-26,93,15.0
2019-08-27,81,35.0
2019-08-28,67,14.0
2019-08-29,210,116.0
2019-08-30,60,46.0
2019-08-31,62,79.0
2019-09-01,15,139.0
2019-09-02,35,141.0
2019-09-03,57,30.0
2019-09-04,77,37.0
2019-09-05,69,82.0
2019-09-06,74,133.0
2019-09-07,54,175.0
2019-09-08,28,17.0
2019-09-09,77,11.0
2019-09-10,41,121.0
2019-09-11,71,40.0
2019-09-12,108,92.0
2019-09-13,115,24.0
2019-09-14,93,17.0
2019-09-15,47,6.0
2019-09-16,66,121.0
2019-09-17,79,69.0
2019-09-18,84,17.0
2019-09-19,137,130.0
2019-09-20,77,64.0
2019-09-21,110,49.0
2019-09-22,56,332.0
2019-09-23,50,22.0
2019-09-24,66,83.0
2019-09-25,41,26.0
2019-09-26,76,21.0
2019-09-27,80,16.0
2019-09-28,138,63.0
2019-09-29,95,38.0
2019-09-30,84,27.0
2019-10-01,58,29.0
2019-10-02,97,16.0
2019-10-03,40,125.0
2019-10-04,78,16.0
2019-10-05,93,89.0
2019-10-06,147,14.0
2019-10-07,90,21.0
2019-10-08,59,31.0
2019-10-09,116,17.0
2019-10-10,67,18.0
2019-10-11,46,37.0
2019-10-12,3,19.0
2019-10-13,19,32.0
2019-10-14,77,94.0
2019-10-15,98,105.0
2019-10-16,83,61.0
2019-10-17,109,136.0
2019-10-18,98,77.0
2019-10-19,33,67.0
2019-10-20,112,84.0
2019-10-21,56,52.0
2019-10-22,84,81.0
2019-10-23,145,183.0
2019-10-24,102,344.0
2019-10-25,94,148.0
2019-10-26,49,32.0
2019-10-27,15,18.0
2019-10-28,29,31.0
2019-10-29,24,95.0
2019-10-30,31,79.0
2019-10-31,43,71.0
2019-11-01,31,25.0
2019-11-02,23,30.0
2019-11-03,12,33.0
2019-11-04,35,76.0
2019-11-05,67,70.0
2019-11-06,94,24.0
2019-11-07,78,114.0
2019-11-08,50,24.0
2019-11-09,85,114.0
2019-11-10,47,132.0
2019-11-11,41,71.0
2019-11-12,138,79.0
2019-11-13,37,77.0
2019-11-14,50,21.0
2019-11-15,68,11.0
2019-11-16,73,70.0
2019-11-17,48,30.0
2019-11-18,63,18.0
2019-11-19,118,24.0
2019-11-20,66,84.0
2019-11-21,26,69.0
2019-11-22,75,124.0
2019-11-23,88,198.0
2019-11-24,28,92.0
2019-11-25,95,57.0
2019-11-26,80,85.0
2019-11-27,103,87.0
2019-11-28,94,137.0
2019-11-29,52,8.0
2019-11-30,88,23.0
2019-12-01,56,24.0
2019-12-02,148,61.0
2019-12-03,70,83.0
2019-12-04,84,87.0
2019-12-05,66,60.0
2019-12-06,36,111.0
2019-12-07,9,62.0
2019-12-08,90,16.0
2019-12-09,103,83.0
2019-12-10,69,51.0
2019-12-11,36,88.0
2019-12-12,130,78.0
2019-12-13,118,22.0
2019-12-14,49,36.0
2019-12-15,12,34.0
2019-12-16,42,103.0
2019-12-17,78,19.0
2019-12-18,38,84.0
2019-12-19,122,20.0
2019-12-20,41,93.0
2019-12-21,84,59.0
2019-12-22,40,108.0
2019-12-23,101,79.0
2019-12-24,6,71.0
2019-12-25,52,50.0
2019-12-26,130,13.0
2019-12-27,57,
2019-12-28,42,
2019-12-29,11,
2019-12-30,71,
2019-12-31,71,
2020-01-02,13,
